target,sequence
0,0 5.970000000000255 3.430000000000291 5.75 15.510000000000218 11.769999999999982 12.260000000000218 8.970000000000255 0.9800000000000182 0.49000000000023647 -3.6099999999996726 -6.039999999999964 2.200000000000273 -18.4699999999998 -21.7199999999998 -9.739999999999782 -13.889999999999873 -3.6599999999998545 -16.769999999999982 -17.609999999999673 -19.509999999999764 -21.230000000000018 -25.699999999999818 -27.940000000000055 -23.63000000000011 -28.230000000000018 -34.13999999999987 -29.539999999999964 -26.799999999999727 -41.13000000000011
0,0 -2.5399999999999636 -0.22000000000025466 9.539999999999964 5.799999999999727 6.289999999999964 3.0 -4.9900000000002365 -5.480000000000018 -9.579999999999927 -12.010000000000218 -3.769999999999982 -24.440000000000055 -27.690000000000055 -15.710000000000036 -19.860000000000127 -9.63000000000011 -22.740000000000236 -23.579999999999927 -25.480000000000018 -27.200000000000273 -31.670000000000073
0,0 -3.2899999999999636 -11.2800000000002 -11.769999999999982 -15.86999999999989 -18.300000000000182 -10.059999999999945 -30.730000000000018 -33.98000000000002 -22.0 -26.15000000000009 -15.920000000000073 -29.0300000000002 -29.86999999999989 -31.769999999999982 -33.49000000000024 -37.960000000000036 -40.20000000000027 -35.89000000000033 -40.49000000000024 -46.40000000000009 -41.80000000000018
0,0 5.970000000000255 3.430000000000291 5.75 15.510000000000218 11.769999999999982 12.260000000000218 8.970000000000255 0.9800000000000182 0.49000000000023647 -3.6099999999996726 -6.039999999999964 2.200000000000273 -18.4699999999998 -21.7199999999998 -9.739999999999782 -13.889999999999873 -3.6599999999998545 -16.769999999999982 -17.609999999999673 -19.509999999999764 -21.230000000000018 -25.699999999999818
0,0 -2.5399999999999636 -0.22000000000025466 9.539999999999964 5.799999999999727 6.289999999999964 3.0 -4.9900000000002365 -5.480000000000018 -9.579999999999927 -12.010000000000218 -3.769999999999982 -24.440000000000055 -27.690000000000055 -15.710000000000036 -19.860000000000127 -9.63000000000011 -22.740000000000236 -23.579999999999927 -25.480000000000018 -27.200000000000273 -31.670000000000073 -33.91000000000031
0,0 -2.5399999999999636 -0.22000000000025466 9.539999999999964 5.799999999999727 6.289999999999964 3.0 -4.9900000000002365 -5.480000000000018 -9.579999999999927 -12.010000000000218 -3.769999999999982 -24.440000000000055 -27.690000000000055 -15.710000000000036 -19.860000000000127 -9.63000000000011 -22.740000000000236 -23.579999999999927 -25.480000000000018 -27.200000000000273 -31.670000000000073 -33.91000000000031 -29.600000000000364 -34.20000000000027 -40.11000000000013 -35.51000000000022 -32.76999999999998
0,0 -3.2899999999999636 -11.2800000000002 -11.769999999999982 -15.86999999999989 -18.300000000000182 -10.059999999999945 -30.730000000000018 -33.98000000000002 -22.0 -26.15000000000009 -15.920000000000073 -29.0300000000002 -29.86999999999989 -31.769999999999982 -33.49000000000024 -37.960000000000036 -40.20000000000027 -35.89000000000033 -40.49000000000024 -46.40000000000009 -41.80000000000018 -39.059999999999945
0,0 5.970000000000255 3.430000000000291 5.75 15.510000000000218 11.769999999999982 12.260000000000218 8.970000000000255 0.9800000000000182 0.49000000000023647 -3.6099999999996726 -6.039999999999964 2.200000000000273 -18.4699999999998 -21.7199999999998 -9.739999999999782 -13.889999999999873 -3.6599999999998545 -16.769999999999982 -17.609999999999673 -19.509999999999764 -21.230000000000018 -25.699999999999818 -27.940000000000055
0,0 -2.5399999999999636 -0.22000000000025466 9.539999999999964 5.799999999999727 6.289999999999964 3.0 -4.9900000000002365 -5.480000000000018 -9.579999999999927 -12.010000000000218 -3.769999999999982 -24.440000000000055 -27.690000000000055 -15.710000000000036 -19.860000000000127 -9.63000000000011 -22.740000000000236 -23.579999999999927 -25.480000000000018 -27.200000000000273 -31.670000000000073 -33.91000000000031 -29.600000000000364
0,0 5.970000000000255 3.430000000000291 5.75 15.510000000000218 11.769999999999982 12.260000000000218 8.970000000000255 0.9800000000000182 0.49000000000023647 -3.6099999999996726 -6.039999999999964 2.200000000000273 -18.4699999999998 -21.7199999999998 -9.739999999999782 -13.889999999999873 -3.6599999999998545 -16.769999999999982 -17.609999999999673 -19.509999999999764 -21.230000000000018 -25.699999999999818 -27.940000000000055 -23.63000000000011
0,0 -2.5399999999999636 -0.22000000000025466 9.539999999999964 5.799999999999727 6.289999999999964 3.0 -4.9900000000002365 -5.480000000000018 -9.579999999999927 -12.010000000000218 -3.769999999999982 -24.440000000000055 -27.690000000000055 -15.710000000000036 -19.860000000000127 -9.63000000000011 -22.740000000000236 -23.579999999999927 -25.480000000000018 -27.200000000000273 -31.670000000000073 -33.91000000000031 -29.600000000000364 -34.20000000000027
0,0 5.970000000000255 3.430000000000291 5.75 15.510000000000218 11.769999999999982 12.260000000000218 8.970000000000255 0.9800000000000182 0.49000000000023647 -3.6099999999996726 -6.039999999999964 2.200000000000273 -18.4699999999998 -21.7199999999998 -9.739999999999782 -13.889999999999873 -3.6599999999998545 -16.769999999999982 -17.609999999999673
0,0 -3.2899999999999636 -11.2800000000002 -11.769999999999982 -15.86999999999989 -18.300000000000182 -10.059999999999945 -30.730000000000018 -33.98000000000002 -22.0 -26.15000000000009 -15.920000000000073 -29.0300000000002 -29.86999999999989 -31.769999999999982 -33.49000000000024 -37.960000000000036 -40.20000000000027 -35.89000000000033 -40.49000000000024 -46.40000000000009 -41.80000000000018 -39.059999999999945 -53.39000000000033
0,0 5.970000000000255 3.430000000000291 5.75 15.510000000000218 11.769999999999982 12.260000000000218 8.970000000000255 0.9800000000000182 0.49000000000023647 -3.6099999999996726 -6.039999999999964 2.200000000000273 -18.4699999999998 -21.7199999999998 -9.739999999999782 -13.889999999999873 -3.6599999999998545 -16.769999999999982 -17.609999999999673 -19.509999999999764
0,0 -2.5399999999999636 -0.22000000000025466 9.539999999999964 5.799999999999727 6.289999999999964 3.0 -4.9900000000002365 -5.480000000000018 -9.579999999999927 -12.010000000000218 -3.769999999999982 -24.440000000000055 -27.690000000000055 -15.710000000000036 -19.860000000000127 -9.63000000000011 -22.740000000000236 -23.579999999999927 -25.480000000000018
0,0 5.970000000000255 3.430000000000291 5.75 15.510000000000218 11.769999999999982 12.260000000000218 8.970000000000255 0.9800000000000182 0.49000000000023647 -3.6099999999996726 -6.039999999999964 2.200000000000273 -18.4699999999998 -21.7199999999998 -9.739999999999782 -13.889999999999873 -3.6599999999998545 -16.769999999999982 -17.609999999999673 -19.509999999999764 -21.230000000000018 -25.699999999999818 -27.940000000000055 -23.63000000000011 -28.230000000000018
0,0 -2.5399999999999636 -0.22000000000025466 9.539999999999964 5.799999999999727 6.289999999999964 3.0 -4.9900000000002365 -5.480000000000018 -9.579999999999927 -12.010000000000218 -3.769999999999982 -24.440000000000055 -27.690000000000055 -15.710000000000036 -19.860000000000127 -9.63000000000011 -22.740000000000236 -23.579999999999927 -25.480000000000018 -27.200000000000273 -31.670000000000073 -33.91000000000031 -29.600000000000364 -34.20000000000027 -40.11000000000013
0,0 -3.2899999999999636 -11.2800000000002 -11.769999999999982 -15.86999999999989 -18.300000000000182 -10.059999999999945 -30.730000000000018 -33.98000000000002 -22.0 -26.15000000000009 -15.920000000000073 -29.0300000000002 -29.86999999999989 -31.769999999999982 -33.49000000000024 -37.960000000000036 -40.20000000000027 -35.89000000000033 -40.49000000000024
0,0 5.970000000000255 3.430000000000291 5.75 15.510000000000218 11.769999999999982 12.260000000000218 8.970000000000255 0.9800000000000182 0.49000000000023647 -3.6099999999996726 -6.039999999999964 2.200000000000273 -18.4699999999998 -21.7199999999998 -9.739999999999782 -13.889999999999873 -3.6599999999998545 -16.769999999999982 -17.609999999999673 -19.509999999999764 -21.230000000000018 -25.699999999999818 -27.940000000000055 -23.63000000000011 -28.230000000000018 -34.13999999999987
0,0 -2.5399999999999636 -0.22000000000025466 9.539999999999964 5.799999999999727 6.289999999999964 3.0 -4.9900000000002365 -5.480000000000018 -9.579999999999927 -12.010000000000218 -3.769999999999982 -24.440000000000055 -27.690000000000055 -15.710000000000036 -19.860000000000127 -9.63000000000011 -22.740000000000236 -23.579999999999927 -25.480000000000018 -27.200000000000273 -31.670000000000073 -33.91000000000031 -29.600000000000364 -34.20000000000027 -40.11000000000013 -35.51000000000022
0,0 5.970000000000255 3.430000000000291 5.75 15.510000000000218 11.769999999999982 12.260000000000218 8.970000000000255 0.9800000000000182 0.49000000000023647 -3.6099999999996726 -6.039999999999964 2.200000000000273 -18.4699999999998 -21.7199999999998 -9.739999999999782 -13.889999999999873 -3.6599999999998545 -16.769999999999982 -17.609999999999673 -19.509999999999764 -21.230000000000018 -25.699999999999818 -27.940000000000055 -23.63000000000011 -28.230000000000018 -34.13999999999987 -29.539999999999964
0,0 5.970000000000255 3.430000000000291 5.75 15.510000000000218 11.769999999999982 12.260000000000218 8.970000000000255 0.9800000000000182 0.49000000000023647 -3.6099999999996726 -6.039999999999964 2.200000000000273 -18.4699999999998 -21.7199999999998 -9.739999999999782 -13.889999999999873 -3.6599999999998545 -16.769999999999982 -17.609999999999673 -19.509999999999764 -21.230000000000018 -25.699999999999818 -27.940000000000055 -23.63000000000011 -28.230000000000018 -34.13999999999987 -29.539999999999964 -26.799999999999727
0,0 -3.2899999999999636 -11.2800000000002 -11.769999999999982 -15.86999999999989 -18.300000000000182 -10.059999999999945 -30.730000000000018 -33.98000000000002 -22.0 -26.15000000000009 -15.920000000000073 -29.0300000000002 -29.86999999999989 -31.769999999999982 -33.49000000000024 -37.960000000000036 -40.20000000000027 -35.89000000000033 -40.49000000000024 -46.40000000000009 -41.80000000000018 -39.059999999999945 -53.39000000000033 -56.55000000000018 -62.01000000000022
1,0 -4.079999999999927 -8.75 -3.3399999999996908 -4.559999999999945 -10.609999999999673 -8.809999999999945 -5.489999999999782 -3.0799999999999272 -3.7799999999997453 -11.0 -8.36999999999989 -7.460000000000036 -7.079999999999927 -20.299999999999727 -21.769999999999982 -21.639999999999873 -33.07999999999993 -37.659999999999854 -55.379999999999654 -53.48000000000002 -55.73000000000002 -71.15999999999985
1,0 0.900000000000091 6.889999999999873 2.8099999999999454 -1.8600000000001273 3.550000000000182 2.3299999999999272 -3.7199999999998 -1.9200000000000728 1.400000000000091 3.8099999999999454 3.1100000000001273 -4.110000000000127 -1.4800000000000182 -0.5700000000001637 -0.19000000000005457 -13.409999999999854 -14.88000000000011 -14.75 -26.190000000000055 -30.769999999999982 -48.48999999999978
1,0 5.989999999999782 1.9099999999998545 -2.7600000000002183 2.650000000000091 1.4299999999998363 -4.619999999999891 -2.8200000000001637 0.5 2.9099999999998545 2.2100000000000364 -5.010000000000218 -2.380000000000109 -1.4700000000002547 -1.0900000000001455 -14.309999999999945 -15.7800000000002 -15.650000000000091 -27.090000000000146 -31.670000000000073 -49.38999999999987 -47.49000000000024
1,0 -4.079999999999927 -8.75 -3.3399999999996908 -4.559999999999945 -10.609999999999673 -8.809999999999945 -5.489999999999782 -3.0799999999999272 -3.7799999999997453 -11.0 -8.36999999999989 -7.460000000000036 -7.079999999999927 -20.299999999999727 -21.769999999999982 -21.639999999999873 -33.07999999999993 -37.659999999999854 -55.379999999999654 -53.48000000000002 -55.73000000000002
1,0 0.900000000000091 6.889999999999873 2.8099999999999454 -1.8600000000001273 3.550000000000182 2.3299999999999272 -3.7199999999998 -1.9200000000000728 1.400000000000091 3.8099999999999454 3.1100000000001273 -4.110000000000127 -1.4800000000000182 -0.5700000000001637 -0.19000000000005457 -13.409999999999854 -14.88000000000011 -14.75 -26.190000000000055 -30.769999999999982 -48.48999999999978 -46.590000000000146
1,0 5.989999999999782 1.9099999999998545 -2.7600000000002183 2.650000000000091 1.4299999999998363 -4.619999999999891 -2.8200000000001637 0.5 2.9099999999998545 2.2100000000000364 -5.010000000000218 -2.380000000000109 -1.4700000000002547 -1.0900000000001455 -14.309999999999945 -15.7800000000002 -15.650000000000091 -27.090000000000146 -31.670000000000073 -49.38999999999987 -47.49000000000024 -49.74000000000024
1,0 0.900000000000091 6.889999999999873 2.8099999999999454 -1.8600000000001273 3.550000000000182 2.3299999999999272 -3.7199999999998 -1.9200000000000728 1.400000000000091 3.8099999999999454 3.1100000000001273 -4.110000000000127 -1.4800000000000182 -0.5700000000001637 -0.19000000000005457 -13.409999999999854 -14.88000000000011 -14.75 -26.190000000000055 -30.769999999999982 -48.48999999999978 -46.590000000000146 -48.840000000000146
1,0 5.989999999999782 1.9099999999998545 -2.7600000000002183 2.650000000000091 1.4299999999998363 -4.619999999999891 -2.8200000000001637 0.5 2.9099999999998545 2.2100000000000364 -5.010000000000218 -2.380000000000109 -1.4700000000002547 -1.0900000000001455 -14.309999999999945 -15.7800000000002 -15.650000000000091 -27.090000000000146 -31.670000000000073 -49.38999999999987 -47.49000000000024 -49.74000000000024 -65.17000000000007
1,0 -4.079999999999927 -8.75 -3.3399999999996908 -4.559999999999945 -10.609999999999673 -8.809999999999945 -5.489999999999782 -3.0799999999999272 -3.7799999999997453 -11.0 -8.36999999999989 -7.460000000000036 -7.079999999999927 -20.299999999999727 -21.769999999999982 -21.639999999999873 -33.07999999999993 -37.659999999999854 -55.379999999999654 -53.48000000000002 -55.73000000000002 -71.15999999999985 -48.36999999999989
1,0 0.900000000000091 6.889999999999873 2.8099999999999454 -1.8600000000001273 3.550000000000182 2.3299999999999272 -3.7199999999998 -1.9200000000000728 1.400000000000091 3.8099999999999454 3.1100000000001273 -4.110000000000127 -1.4800000000000182 -0.5700000000001637 -0.19000000000005457 -13.409999999999854 -14.88000000000011 -14.75 -26.190000000000055 -30.769999999999982 -48.48999999999978 -46.590000000000146 -48.840000000000146 -64.26999999999998
1,0 0.900000000000091 6.889999999999873 2.8099999999999454 -1.8600000000001273 3.550000000000182 2.3299999999999272 -3.7199999999998 -1.9200000000000728 1.400000000000091 3.8099999999999454 3.1100000000001273 -4.110000000000127 -1.4800000000000182 -0.5700000000001637 -0.19000000000005457 -13.409999999999854 -14.88000000000011 -14.75 -26.190000000000055
1,0 5.989999999999782 1.9099999999998545 -2.7600000000002183 2.650000000000091 1.4299999999998363 -4.619999999999891 -2.8200000000001637 0.5 2.9099999999998545 2.2100000000000364 -5.010000000000218 -2.380000000000109 -1.4700000000002547 -1.0900000000001455 -14.309999999999945 -15.7800000000002 -15.650000000000091 -27.090000000000146 -31.670000000000073 -49.38999999999987 -47.49000000000024 -49.74000000000024 -65.17000000000007 -42.38000000000011
1,0 5.989999999999782 1.9099999999998545 -2.7600000000002183 2.650000000000091 1.4299999999998363 -4.619999999999891 -2.8200000000001637 0.5 2.9099999999998545 2.2100000000000364 -5.010000000000218 -2.380000000000109 -1.4700000000002547 -1.0900000000001455 -14.309999999999945 -15.7800000000002 -15.650000000000091 -27.090000000000146 -31.670000000000073
1,0 -4.079999999999927 -8.75 -3.3399999999996908 -4.559999999999945 -10.609999999999673 -8.809999999999945 -5.489999999999782 -3.0799999999999272 -3.7799999999997453 -11.0 -8.36999999999989 -7.460000000000036 -7.079999999999927 -20.299999999999727 -21.769999999999982 -21.639999999999873 -33.07999999999993 -37.659999999999854 -55.379999999999654 -53.48000000000002 -55.73000000000002 -71.15999999999985 -48.36999999999989 -51.899999999999636
1,0 -4.079999999999927 -8.75 -3.3399999999996908 -4.559999999999945 -10.609999999999673 -8.809999999999945 -5.489999999999782 -3.0799999999999272 -3.7799999999997453 -11.0 -8.36999999999989 -7.460000000000036 -7.079999999999927 -20.299999999999727 -21.769999999999982 -21.639999999999873 -33.07999999999993 -37.659999999999854 -55.379999999999654
1,0 0.900000000000091 6.889999999999873 2.8099999999999454 -1.8600000000001273 3.550000000000182 2.3299999999999272 -3.7199999999998 -1.9200000000000728 1.400000000000091 3.8099999999999454 3.1100000000001273 -4.110000000000127 -1.4800000000000182 -0.5700000000001637 -0.19000000000005457 -13.409999999999854 -14.88000000000011 -14.75 -26.190000000000055 -30.769999999999982 -48.48999999999978 -46.590000000000146 -48.840000000000146 -64.26999999999998 -41.48000000000002
1,0 5.989999999999782 1.9099999999998545 -2.7600000000002183 2.650000000000091 1.4299999999998363 -4.619999999999891 -2.8200000000001637 0.5 2.9099999999998545 2.2100000000000364 -5.010000000000218 -2.380000000000109 -1.4700000000002547 -1.0900000000001455 -14.309999999999945 -15.7800000000002 -15.650000000000091 -27.090000000000146 -31.670000000000073 -49.38999999999987 -47.49000000000024 -49.74000000000024 -65.17000000000007 -42.38000000000011 -45.909999999999854
1,0 -4.079999999999927 -8.75 -3.3399999999996908 -4.559999999999945 -10.609999999999673 -8.809999999999945 -5.489999999999782 -3.0799999999999272 -3.7799999999997453 -11.0 -8.36999999999989 -7.460000000000036 -7.079999999999927 -20.299999999999727 -21.769999999999982 -21.639999999999873 -33.07999999999993 -37.659999999999854 -55.379999999999654 -53.48000000000002 -55.73000000000002 -71.15999999999985 -48.36999999999989 -51.899999999999636 -57.5
1,0 0.900000000000091 6.889999999999873 2.8099999999999454 -1.8600000000001273 3.550000000000182 2.3299999999999272 -3.7199999999998 -1.9200000000000728 1.400000000000091 3.8099999999999454 3.1100000000001273 -4.110000000000127 -1.4800000000000182 -0.5700000000001637 -0.19000000000005457 -13.409999999999854 -14.88000000000011 -14.75 -26.190000000000055 -30.769999999999982 -48.48999999999978 -46.590000000000146 -48.840000000000146 -64.26999999999998 -41.48000000000002 -45.00999999999976
1,0 5.989999999999782 1.9099999999998545 -2.7600000000002183 2.650000000000091 1.4299999999998363 -4.619999999999891 -2.8200000000001637 0.5 2.9099999999998545 2.2100000000000364 -5.010000000000218 -2.380000000000109 -1.4700000000002547 -1.0900000000001455 -14.309999999999945 -15.7800000000002 -15.650000000000091 -27.090000000000146 -31.670000000000073 -49.38999999999987 -47.49000000000024 -49.74000000000024 -65.17000000000007 -42.38000000000011 -45.909999999999854 -51.51000000000022
1,0 -4.079999999999927 -8.75 -3.3399999999996908 -4.559999999999945 -10.609999999999673 -8.809999999999945 -5.489999999999782 -3.0799999999999272 -3.7799999999997453 -11.0 -8.36999999999989 -7.460000000000036 -7.079999999999927 -20.299999999999727 -21.769999999999982 -21.639999999999873 -33.07999999999993 -37.659999999999854 -55.379999999999654 -53.48000000000002 -55.73000000000002 -71.15999999999985 -48.36999999999989 -51.899999999999636 -57.5 -61.210000000000036
1,0 0.900000000000091 6.889999999999873 2.8099999999999454 -1.8600000000001273 3.550000000000182 2.3299999999999272 -3.7199999999998 -1.9200000000000728 1.400000000000091 3.8099999999999454 3.1100000000001273 -4.110000000000127 -1.4800000000000182 -0.5700000000001637 -0.19000000000005457 -13.409999999999854 -14.88000000000011 -14.75 -26.190000000000055 -30.769999999999982 -48.48999999999978 -46.590000000000146 -48.840000000000146 -64.26999999999998 -41.48000000000002 -45.00999999999976 -50.61000000000013
1,0 0.900000000000091 6.889999999999873 2.8099999999999454 -1.8600000000001273 3.550000000000182 2.3299999999999272 -3.7199999999998 -1.9200000000000728 1.400000000000091 3.8099999999999454 3.1100000000001273 -4.110000000000127 -1.4800000000000182 -0.5700000000001637 -0.19000000000005457 -13.409999999999854 -14.88000000000011 -14.75 -26.190000000000055 -30.769999999999982
1,0 5.989999999999782 1.9099999999998545 -2.7600000000002183 2.650000000000091 1.4299999999998363 -4.619999999999891 -2.8200000000001637 0.5 2.9099999999998545 2.2100000000000364 -5.010000000000218 -2.380000000000109 -1.4700000000002547 -1.0900000000001455 -14.309999999999945 -15.7800000000002 -15.650000000000091 -27.090000000000146 -31.670000000000073 -49.38999999999987 -47.49000000000024 -49.74000000000024 -65.17000000000007 -42.38000000000011 -45.909999999999854 -51.51000000000022 -55.220000000000255
1,0 5.989999999999782 1.9099999999998545 -2.7600000000002183 2.650000000000091 1.4299999999998363 -4.619999999999891 -2.8200000000001637 0.5 2.9099999999998545 2.2100000000000364 -5.010000000000218 -2.380000000000109 -1.4700000000002547 -1.0900000000001455 -14.309999999999945 -15.7800000000002 -15.650000000000091 -27.090000000000146 -31.670000000000073 -49.38999999999987
1,0 -4.079999999999927 -8.75 -3.3399999999996908 -4.559999999999945 -10.609999999999673 -8.809999999999945 -5.489999999999782 -3.0799999999999272 -3.7799999999997453 -11.0 -8.36999999999989 -7.460000000000036 -7.079999999999927 -20.299999999999727 -21.769999999999982 -21.639999999999873 -33.07999999999993 -37.659999999999854 -55.379999999999654 -53.48000000000002 -55.73000000000002 -71.15999999999985 -48.36999999999989 -51.899999999999636 -57.5 -61.210000000000036 -40.2199999999998
1,0 -4.079999999999927 -8.75 -3.3399999999996908 -4.559999999999945 -10.609999999999673 -8.809999999999945 -5.489999999999782 -3.0799999999999272 -3.7799999999997453 -11.0 -8.36999999999989 -7.460000000000036 -7.079999999999927 -20.299999999999727 -21.769999999999982 -21.639999999999873 -33.07999999999993 -37.659999999999854 -55.379999999999654 -53.48000000000002
2,0 10.230000000000018 -2.880000000000109 -3.7199999999998 -5.619999999999891 -7.3400000000001455 -11.809999999999945 -14.050000000000182 -9.740000000000236 -14.340000000000146 -20.25 -15.650000000000091 -12.909999999999854 -27.240000000000236 -30.40000000000009 -35.86000000000013 -45.61999999999989 -54.92000000000007 -57.940000000000055 -68.13999999999987 -68.32000000000016 -62.76000000000022 -64.38000000000011 -56.74000000000024 -58.32999999999993
2,0 10.230000000000018 -2.880000000000109 -3.7199999999998 -5.619999999999891 -7.3400000000001455 -11.809999999999945 -14.050000000000182 -9.740000000000236 -14.340000000000146 -20.25 -15.650000000000091 -12.909999999999854 -27.240000000000236 -30.40000000000009 -35.86000000000013 -45.61999999999989 -54.92000000000007 -57.940000000000055 -68.13999999999987 -68.32000000000016 -62.76000000000022 -64.38000000000011 -56.74000000000024
2,0 11.980000000000018 7.829999999999927 18.059999999999945 4.949999999999818 4.110000000000127 2.2100000000000364 0.4899999999997817 -3.980000000000018 -6.220000000000255 -1.9100000000003092 -6.510000000000218 -12.420000000000073 -7.820000000000164 -5.079999999999927 -19.41000000000031 -22.570000000000164 -28.0300000000002 -37.789999999999964 -47.090000000000146 -50.11000000000013 -60.309999999999945 -60.49000000000024 -54.93000000000029 -56.55000000000018
2,0 11.980000000000018 7.829999999999927 18.059999999999945 4.949999999999818 4.110000000000127 2.2100000000000364 0.4899999999997817 -3.980000000000018 -6.220000000000255 -1.9100000000003092 -6.510000000000218 -12.420000000000073 -7.820000000000164 -5.079999999999927 -19.41000000000031 -22.570000000000164 -28.0300000000002 -37.789999999999964 -47.090000000000146
2,0 10.230000000000018 -2.880000000000109 -3.7199999999998 -5.619999999999891 -7.3400000000001455 -11.809999999999945 -14.050000000000182 -9.740000000000236 -14.340000000000146 -20.25 -15.650000000000091 -12.909999999999854 -27.240000000000236 -30.40000000000009 -35.86000000000013 -45.61999999999989 -54.92000000000007 -57.940000000000055 -68.13999999999987
2,0 11.980000000000018 7.829999999999927 18.059999999999945 4.949999999999818 4.110000000000127 2.2100000000000364 0.4899999999997817 -3.980000000000018 -6.220000000000255 -1.9100000000003092 -6.510000000000218 -12.420000000000073 -7.820000000000164 -5.079999999999927 -19.41000000000031 -22.570000000000164 -28.0300000000002 -37.789999999999964 -47.090000000000146 -50.11000000000013 -60.309999999999945 -60.49000000000024 -54.93000000000029 -56.55000000000018 -48.91000000000031
